,order_id,order_date,order_time
25372,11165,2015-07-06,11:37:22
25374,11166,2015-07-06,12:12:03
25376,11167,2015-07-06,12:12:21
25378,11168,2015-07-06,12:15:03
25381,11169,2015-07-06,12:16:57
25382,11170,2015-07-06,12:37:36
25384,11171,2015-07-06,12:37:39
25385,11172,2015-07-06,12:39:35
25386,11173,2015-07-06,12:40:57
25389,11174,2015-07-06,12:41:02
25393,11175,2015-07-06,12:42:44
25402,11176,2015-07-06,12:53:16
25407,11177,2015-07-06,13:04:22
25409,11178,2015-07-06,13:09:22
25416,11179,2015-07-06,13:11:10
25417,11180,2015-07-06,13:13:32
25418,11181,2015-07-06,13:28:32
25422,11182,2015-07-06,13:30:06
25426,11183,2015-07-06,13:51:10
25428,11184,2015-07-06,13:54:13
25429,11185,2015-07-06,14:06:00
25430,11186,2015-07-06,14:07:02
25431,11187,2015-07-06,14:15:43
25434,11188,2015-07-06,14:22:05
25436,11189,2015-07-06,14:41:55
25437,11190,2015-07-06,15:03:34
25439,11191,2015-07-06,15:35:46
25442,11192,2015-07-06,15:46:03
25443,11193,2015-07-06,16:23:19
25444,11194,2015-07-06,16:54:16
25445,11195,2015-07-06,17:20:47
25446,11196,2015-07-06,17:30:10
25447,11197,2015-07-06,17:32:02
25450,11198,2015-07-06,17:45:28
25453,11199,2015-07-06,17:47:39
25457,11200,2015-07-06,17:48:19
25459,11201,2015-07-06,17:49:28
25461,11202,2015-07-06,17:57:40
25462,11203,2015-07-06,18:00:33
25463,11204,2015-07-06,18:04:34
25464,11205,2015-07-06,18:07:13
25466,11206,2015-07-06,18:08:46
25468,11207,2015-07-06,18:18:11
25472,11208,2015-07-06,18:25:45
25474,11209,2015-07-06,18:36:01
25475,11210,2015-07-06,18:40:51
25479,11211,2015-07-06,18:47:42
25480,11212,2015-07-06,18:56:03
25482,11213,2015-07-06,19:39:18
25484,11214,2015-07-06,19:47:41
25485,11215,2015-07-06,19:55:47
25488,11216,2015-07-06,20:01:33
25489,11217,2015-07-06,20:11:23
25491,11218,2015-07-06,20:46:48
25492,11219,2015-07-06,20:51:51
25493,11220,2015-07-06,21:05:51
25494,11221,2015-07-06,22:16:53
25497,11222,2015-07-07,11:25:31
25499,11223,2015-07-07,11:51:23
25502,11224,2015-07-07,11:54:47
25505,11225,2015-07-07,11:55:29
25508,11226,2015-07-07,12:02:28
25509,11227,2015-07-07,12:07:49
25512,11228,2015-07-07,12:24:21
25517,11229,2015-07-07,12:24:32
25518,11230,2015-07-07,12:28:41
25522,11231,2015-07-07,12:36:02
25523,11232,2015-07-07,12:37:50
25524,11233,2015-07-07,13:00:19
25528,11234,2015-07-07,13:11:54
25533,11235,2015-07-07,13:15:15
25545,11236,2015-07-07,13:15:45
25549,11237,2015-07-07,13:24:47
25551,11238,2015-07-07,15:22:39
25554,11239,2015-07-07,15:25:57
25556,11240,2015-07-07,15:54:43
25560,11241,2015-07-07,15:57:17
25563,11242,2015-07-07,15:58:08
25565,11243,2015-07-07,16:14:10
25568,11244,2015-07-07,16:35:24
25572,11245,2015-07-07,16:41:56
25575,11246,2015-07-07,17:05:58
25577,11247,2015-07-07,17:06:40
25578,11248,2015-07-07,17:18:15
25579,11249,2015-07-07,17:26:26
25581,11250,2015-07-07,17:33:05
25583,11251,2015-07-07,17:34:01
25586,11252,2015-07-07,17:40:41
25590,11253,2015-07-07,17:48:24
25592,11254,2015-07-07,17:52:46
25594,11255,2015-07-07,17:56:25
25596,11256,2015-07-07,17:58:58
25597,11257,2015-07-07,18:00:41
25601,11258,2015-07-07,18:19:31
25602,11259,2015-07-07,18:36:35
25604,11260,2015-07-07,18:46:00
25605,11261,2015-07-07,18:49:36
25609,11262,2015-07-07,18:58:12
25610,11263,2015-07-07,19:22:13
25611,11264,2015-07-07,19:47:02
25613,11265,2015-07-07,19:49:28
25617,11266,2015-07-07,19:52:53
25621,11267,2015-07-07,20:03:12
25622,11268,2015-07-07,20:22:37
25623,11269,2015-07-07,20:23:23
25626,11270,2015-07-07,20:23:31
25629,11271,2015-07-07,20:36:55
25630,11272,2015-07-07,21:55:31
25631,11273,2015-07-07,22:01:40
25632,11274,2015-07-07,22:49:32
25633,11275,2015-07-08,11:21:06
25634,11276,2015-07-08,11:30:03
25637,11277,2015-07-08,11:31:22
25639,11278,2015-07-08,11:40:20
25640,11279,2015-07-08,11:42:19
25641,11280,2015-07-08,11:47:42
25644,11281,2015-07-08,11:53:27
25647,11282,2015-07-08,11:57:58
25648,11283,2015-07-08,12:00:51
25649,11284,2015-07-08,12:03:13
25651,11285,2015-07-08,12:07:10
25654,11286,2015-07-08,12:09:10
25655,11287,2015-07-08,12:14:13
25656,11288,2015-07-08,12:16:18
25658,11289,2015-07-08,12:21:02
25660,11290,2015-07-08,12:30:39
25662,11291,2015-07-08,12:44:24
25666,11292,2015-07-08,12:47:09
25668,11293,2015-07-08,12:54:45
25670,11294,2015-07-08,13:02:48
25672,11295,2015-07-08,13:12:23
25678,11296,2015-07-08,13:12:39
25681,11297,2015-07-08,13:18:08
25682,11298,2015-07-08,13:48:58
25683,11299,2015-07-08,14:08:21
25691,11300,2015-07-08,14:12:04
25693,11301,2015-07-08,14:16:09
25694,11302,2015-07-08,14:23:49
25695,11303,2015-07-08,14:36:05
25697,11304,2015-07-08,14:37:51
25698,11305,2015-07-08,14:38:29
25699,11306,2015-07-08,14:56:16
25703,11307,2015-07-08,15:06:30
25704,11308,2015-07-08,15:17:28
25706,11309,2015-07-08,15:22:26
25707,11310,2015-07-08,15:34:17
25708,11311,2015-07-08,16:02:26
25711,11312,2015-07-08,16:45:45
25713,11313,2015-07-08,16:57:03
25714,11314,2015-07-08,17:12:31
25715,11315,2015-07-08,17:20:39
25716,11316,2015-07-08,17:25:38
25717,11317,2015-07-08,17:32:28
25719,11318,2015-07-08,17:46:05
25721,11319,2015-07-08,17:48:43
25725,11320,2015-07-08,18:04:21
25727,11321,2015-07-08,18:27:26
25728,11322,2015-07-08,18:30:12
25730,11323,2015-07-08,18:35:18
25734,11324,2015-07-08,18:40:06
25737,11325,2015-07-08,18:53:55
25738,11326,2015-07-08,19:04:38
25741,11327,2015-07-08,19:09:57
25744,11328,2015-07-08,19:19:09
25746,11329,2015-07-08,19:21:35
25747,11330,2015-07-08,19:36:02
25749,11331,2015-07-08,19:42:11
25751,11332,2015-07-08,19:51:23
25752,11333,2015-07-08,20:12:29
25756,11334,2015-07-08,20:20:00
25757,11335,2015-07-08,20:59:13
25758,11336,2015-07-08,21:00:10
25761,11337,2015-07-08,21:23:47
25763,11338,2015-07-08,21:32:21
25764,11339,2015-07-08,22:07:13
25768,11340,2015-07-08,22:22:44
25772,11341,2015-07-09,11:27:22
25773,11342,2015-07-09,11:33:38
25775,11343,2015-07-09,11:36:49
25776,11344,2015-07-09,11:37:19
25777,11345,2015-07-09,11:48:31
25778,11346,2015-07-09,11:50:28
25780,11347,2015-07-09,12:00:10
25781,11348,2015-07-09,12:01:11
25783,11349,2015-07-09,12:03:58
25784,11350,2015-07-09,12:15:51
25797,11351,2015-07-09,12:17:11
25799,11352,2015-07-09,12:30:34
25800,11353,2015-07-09,12:37:12
25801,11354,2015-07-09,12:38:47
25803,11355,2015-07-09,12:42:14
25804,11356,2015-07-09,12:49:07
25805,11357,2015-07-09,13:04:50
25807,11358,2015-07-09,13:08:20
25817,11359,2015-07-09,13:09:09
25818,11360,2015-07-09,13:19:38
25819,11361,2015-07-09,13:44:29
25820,11362,2015-07-09,13:55:24
25824,11363,2015-07-09,14:17:15
25825,11364,2015-07-09,14:34:54
25826,11365,2015-07-09,15:16:57
25828,11366,2015-07-09,15:47:38
25829,11367,2015-07-09,15:50:50
25830,11368,2015-07-09,16:06:42
25832,11369,2015-07-09,16:39:34
25835,11370,2015-07-09,16:40:59
25838,11371,2015-07-09,16:46:48
25841,11372,2015-07-09,16:49:56
25842,11373,2015-07-09,16:50:31
25843,11374,2015-07-09,16:56:14
25845,11375,2015-07-09,16:56:48
25849,11376,2015-07-09,17:06:20
25851,11377,2015-07-09,17:25:38
25852,11378,2015-07-09,17:28:44
25856,11379,2015-07-09,17:31:13
25860,11380,2015-07-09,17:39:41
25862,11381,2015-07-09,17:44:01
25863,11382,2015-07-09,17:55:11
25864,11383,2015-07-09,18:13:32
25867,11384,2015-07-09,18:19:01
25871,11385,2015-07-09,18:42:17
25874,11386,2015-07-09,18:45:14
25876,11387,2015-07-09,19:02:53
25880,11388,2015-07-09,19:27:00
25883,11389,2015-07-09,19:32:32
25884,11390,2015-07-09,19:38:47
25888,11391,2015-07-09,19:40:15
25891,11392,2015-07-09,19:48:41
25893,11393,2015-07-09,20:12:18
25894,11394,2015-07-09,20:17:39
25895,11395,2015-07-09,20:25:22
25898,11396,2015-07-09,20:28:25
25899,11397,2015-07-09,20:39:10
25901,11398,2015-07-09,21:58:38
25905,11399,2015-07-10,11:29:40
25906,11400,2015-07-10,11:42:14
25907,11401,2015-07-10,11:45:50
25908,11402,2015-07-10,11:54:15
25909,11403,2015-07-10,12:03:17
25910,11404,2015-07-10,12:10:35
25911,11405,2015-07-10,12:18:21
25912,11406,2015-07-10,12:20:26
25915,11407,2015-07-10,12:22:30
25918,11408,2015-07-10,12:24:30
25920,11409,2015-07-10,12:52:38
25921,11410,2015-07-10,12:54:04
25925,11411,2015-07-10,12:58:49
25932,11412,2015-07-10,13:20:10
25933,11413,2015-07-10,13:25:57
25934,11414,2015-07-10,13:27:42
25936,11415,2015-07-10,13:27:58
25938,11416,2015-07-10,13:29:30
25940,11417,2015-07-10,13:37:07
25941,11418,2015-07-10,13:48:54
25942,11419,2015-07-10,14:07:30
25943,11420,2015-07-10,14:14:28
25946,11421,2015-07-10,14:26:31
25947,11422,2015-07-10,14:31:03
25948,11423,2015-07-10,14:34:16
25949,11424,2015-07-10,14:36:32
25951,11425,2015-07-10,15:05:32
25952,11426,2015-07-10,15:13:53
25954,11427,2015-07-10,15:19:48
25956,11428,2015-07-10,15:39:20
25968,11429,2015-07-10,15:46:06
25970,11430,2015-07-10,15:52:38
25971,11431,2015-07-10,15:53:42
25974,11432,2015-07-10,16:10:32
25977,11433,2015-07-10,16:19:49
25978,11434,2015-07-10,16:45:50
25979,11435,2015-07-10,16:54:37
25983,11436,2015-07-10,17:02:50
25984,11437,2015-07-10,17:03:28
25986,11438,2015-07-10,17:36:48
25987,11439,2015-07-10,17:45:54
25990,11440,2015-07-10,18:03:55
25992,11441,2015-07-10,18:12:15
25995,11442,2015-07-10,18:17:43
25996,11443,2015-07-10,18:24:21
25997,11444,2015-07-10,18:24:56
26000,11445,2015-07-10,18:46:25
26001,11446,2015-07-10,18:52:53
26002,11447,2015-07-10,18:54:46
26004,11448,2015-07-10,18:56:39
26006,11449,2015-07-10,19:03:06
26008,11450,2015-07-10,19:10:44
26011,11451,2015-07-10,19:13:49
26014,11452,2015-07-10,19:29:19
26016,11453,2015-07-10,19:53:19
26017,11454,2015-07-10,19:59:19
26019,11455,2015-07-10,20:19:22
26020,11456,2015-07-10,20:20:01
26021,11457,2015-07-10,20:26:49
26022,11458,2015-07-10,20:44:16
26023,11459,2015-07-10,20:54:03
26026,11460,2015-07-10,21:26:07
26027,11461,2015-07-10,21:38:45
26028,11462,2015-07-10,21:50:39
26030,11463,2015-07-10,22:03:06
26031,11464,2015-07-10,22:14:54
26033,11465,2015-07-10,22:20:47
26036,11466,2015-07-10,22:26:19
26039,11467,2015-07-10,22:30:44
26042,11468,2015-07-10,22:37:56
26045,11469,2015-07-10,22:48:03
26049,11470,2015-07-11,11:59:42
26050,11471,2015-07-11,12:23:19
26053,11472,2015-07-11,12:25:34
26054,11473,2015-07-11,12:27:34
26055,11474,2015-07-11,12:43:12
26058,11475,2015-07-11,12:44:23
26059,11476,2015-07-11,13:03:45
26064,11477,2015-07-11,13:22:42
26065,11478,2015-07-11,13:48:39
26074,11479,2015-07-11,13:52:29
26075,11480,2015-07-11,14:11:54
26076,11481,2015-07-11,14:14:23
26079,11482,2015-07-11,14:56:29
26080,11483,2015-07-11,15:19:11
26082,11484,2015-07-11,15:43:19
26083,11485,2015-07-11,15:50:27
26086,11486,2015-07-11,16:03:30
26089,11487,2015-07-11,16:05:35
26093,11488,2015-07-11,16:09:52
26094,11489,2015-07-11,16:10:07
26095,11490,2015-07-11,16:30:45
26096,11491,2015-07-11,16:34:02
26098,11492,2015-07-11,16:40:06
26099,11493,2015-07-11,17:26:25
26100,11494,2015-07-11,17:32:59
26101,11495,2015-07-11,17:36:02
26105,11496,2015-07-11,17:40:39
26107,11497,2015-07-11,17:44:46
26108,11498,2015-07-11,18:04:40
26110,11499,2015-07-11,18:10:42
26112,11500,2015-07-11,18:12:12
26114,11501,2015-07-11,18:36:27
26116,11502,2015-07-11,18:51:59
26118,11503,2015-07-11,18:52:06
26122,11504,2015-07-11,19:15:47
26126,11505,2015-07-11,19:23:45
26128,11506,2015-07-11,19:32:59
26131,11507,2015-07-11,19:41:07
26135,11508,2015-07-11,19:51:12
26138,11509,2015-07-11,19:58:13
26142,11510,2015-07-11,20:05:02
26143,11511,2015-07-11,20:10:06
26144,11512,2015-07-11,20:12:53
26145,11513,2015-07-11,20:18:09
26146,11514,2015-07-11,20:37:29
26148,11515,2015-07-11,20:39:51
26150,11516,2015-07-11,20:40:51
26154,11517,2015-07-11,20:43:19
26157,11518,2015-07-11,20:55:04
26161,11519,2015-07-11,21:16:31
26163,11520,2015-07-11,21:46:41
26167,11521,2015-07-11,21:53:57
26171,11522,2015-07-11,22:18:23
26173,11523,2015-07-12,11:42:17
26175,11524,2015-07-12,11:52:33
26176,11525,2015-07-12,12:13:11
26177,11526,2015-07-12,12:31:18
26181,11527,2015-07-12,12:39:50
26183,11528,2015-07-12,13:02:12
26184,11529,2015-07-12,13:13:54
26185,11530,2015-07-12,13:20:48
26186,11531,2015-07-12,13:22:39
26190,11532,2015-07-12,13:27:45
26197,11533,2015-07-12,13:29:10
26199,11534,2015-07-12,13:34:42
26201,11535,2015-07-12,13:53:38
26202,11536,2015-07-12,14:06:00
26203,11537,2015-07-12,14:15:27
26204,11538,2015-07-12,14:17:07
26208,11539,2015-07-12,14:39:17
26210,11540,2015-07-12,15:46:39
26212,11541,2015-07-12,16:25:25
26213,11542,2015-07-12,16:30:36
26214,11543,2015-07-12,16:37:10
26216,11544,2015-07-12,16:38:23
26220,11545,2015-07-12,16:40:52
26221,11546,2015-07-12,16:53:07
26225,11547,2015-07-12,16:59:17
26227,11548,2015-07-12,17:03:03
26228,11549,2015-07-12,17:04:28
26229,11550,2015-07-12,17:20:18
26233,11551,2015-07-12,17:23:28
26235,11552,2015-07-12,17:32:22
26237,11553,2015-07-12,17:48:25
26241,11554,2015-07-12,17:58:46
26243,11555,2015-07-12,17:58:57
26245,11556,2015-07-12,18:04:11
26246,11557,2015-07-12,18:09:03
26247,11558,2015-07-12,18:31:48
26250,11559,2015-07-12,18:35:39
26252,11560,2015-07-12,18:38:14
26256,11561,2015-07-12,18:38:47
26259,11562,2015-07-12,18:41:14
26263,11563,2015-07-12,18:43:52
26266,11564,2015-07-12,18:45:05
26268,11565,2015-07-12,18:52:04
26269,11566,2015-07-12,19:15:20
26271,11567,2015-07-12,19:52:36
26273,11568,2015-07-12,20:08:13
26275,11569,2015-07-12,20:41:47
26277,11570,2015-07-12,20:44:19
26278,11571,2015-07-12,20:48:31
26279,11572,2015-07-12,21:08:50
26282,11573,2015-07-12,21:19:17
26284,11574,2015-07-12,21:30:10
26286,11575,2015-07-12,21:57:54
26287,11576,2015-07-12,22:09:07
26288,11577,2015-07-12,22:09:09
26292,11578,2015-07-12,22:10:14
26295,11579,2015-07-12,22:17:01
26299,11580,2015-07-12,23:02:51
26301,11581,2015-07-13,11:18:43
26303,11582,2015-07-13,11:18:53
26304,11583,2015-07-13,11:28:40
26307,11584,2015-07-13,11:28:51
26308,11585,2015-07-13,11:31:29
26309,11586,2015-07-13,11:38:36
26314,11587,2015-07-13,11:39:55
26318,11588,2015-07-13,11:45:51
26319,11589,2015-07-13,11:52:29
26321,11590,2015-07-13,11:52:51
26322,11591,2015-07-13,11:57:13
26323,11592,2015-07-13,12:01:07
26325,11593,2015-07-13,12:02:30
26327,11594,2015-07-13,12:04:37
26338,11595,2015-07-13,12:09:47
26341,11596,2015-07-13,12:11:51
26342,11597,2015-07-13,12:22:13
26343,11598,2015-07-13,13:18:19
26344,11599,2015-07-13,13:37:50
26353,11600,2015-07-13,13:38:37
26354,11601,2015-07-13,13:47:09
26356,11602,2015-07-13,13:50:20
26357,11603,2015-07-13,13:53:58
26361,11604,2015-07-13,14:24:00
26362,11605,2015-07-13,14:30:53
26365,11606,2015-07-13,15:01:18
26367,11607,2015-07-13,15:33:13
26369,11608,2015-07-13,15:33:26
26373,11609,2015-07-13,15:50:26
26374,11610,2015-07-13,16:08:36
26376,11611,2015-07-13,16:15:28
26378,11612,2015-07-13,16:23:39
26380,11613,2015-07-13,16:38:34
26381,11614,2015-07-13,17:11:41
26385,11615,2015-07-13,17:12:05
26386,11616,2015-07-13,17:28:25
26390,11617,2015-07-13,17:34:28
26391,11618,2015-07-13,17:54:32
26392,11619,2015-07-13,17:54:33
26393,11620,2015-07-13,18:05:54
26396,11621,2015-07-13,18:11:46
26398,11622,2015-07-13,18:16:55
26399,11623,2015-07-13,18:27:55
26402,11624,2015-07-13,18:32:37
26403,11625,2015-07-13,18:41:42
26405,11626,2015-07-13,19:01:05
26408,11627,2015-07-13,19:12:17
26409,11628,2015-07-13,19:15:35
26413,11629,2015-07-13,19:23:12
26417,11630,2015-07-13,19:44:50
26418,11631,2015-07-13,19:47:07
26419,11632,2015-07-13,19:51:28
26420,11633,2015-07-13,20:19:31
26422,11634,2015-07-13,21:16:50
26423,11635,2015-07-14,11:27:09
26424,11636,2015-07-14,11:33:28
26426,11637,2015-07-14,11:56:49
26427,11638,2015-07-14,11:57:35
26428,11639,2015-07-14,12:04:06
26431,11640,2015-07-14,12:10:47
26432,11641,2015-07-14,12:11:07
26433,11642,2015-07-14,12:22:22
26434,11643,2015-07-14,12:33:10
26435,11644,2015-07-14,12:55:41
26436,11645,2015-07-14,12:56:03
26438,11646,2015-07-14,12:58:04
26441,11647,2015-07-14,12:59:14
26442,11648,2015-07-14,13:00:55
26444,11649,2015-07-14,13:02:52
26445,11650,2015-07-14,13:05:21
26448,11651,2015-07-14,13:05:54
26451,11652,2015-07-14,13:15:57
26452,11653,2015-07-14,13:20:30
26453,11654,2015-07-14,13:20:41
26455,11655,2015-07-14,13:36:45
26465,11656,2015-07-14,13:47:16
26467,11657,2015-07-14,14:03:28
26468,11658,2015-07-14,14:11:45
26470,11659,2015-07-14,14:21:28
26472,11660,2015-07-14,15:18:58
26473,11661,2015-07-14,15:21:38
26474,11662,2015-07-14,15:36:24
26476,11663,2015-07-14,15:48:22
26477,11664,2015-07-14,15:57:02
26478,11665,2015-07-14,16:12:42
26480,11666,2015-07-14,16:14:43
26483,11667,2015-07-14,16:37:35
26486,11668,2015-07-14,16:58:21
26488,11669,2015-07-14,17:08:30
26490,11670,2015-07-14,17:13:03
26492,11671,2015-07-14,17:45:20
26495,11672,2015-07-14,18:09:50
26498,11673,2015-07-14,18:37:22
26500,11674,2015-07-14,18:58:09
26501,11675,2015-07-14,19:05:03
26504,11676,2015-07-14,19:07:51
26507,11677,2015-07-14,19:20:16
26508,11678,2015-07-14,19:35:55
26509,11679,2015-07-14,19:39:14
26510,11680,2015-07-14,19:39:40
26512,11681,2015-07-14,19:40:46
26515,11682,2015-07-14,19:41:58
26517,11683,2015-07-14,19:47:01
26518,11684,2015-07-14,19:52:25
26520,11685,2015-07-14,19:53:12
26522,11686,2015-07-14,20:02:00
26526,11687,2015-07-14,20:16:03
26529,11688,2015-07-14,20:54:37
26530,11689,2015-07-14,20:57:33
26531,11690,2015-07-14,21:13:22
26535,11691,2015-07-14,21:14:05
26536,11692,2015-07-14,22:21:02
26538,11693,2015-07-14,22:29:25
26540,11694,2015-07-15,11:29:28
26543,11695,2015-07-15,11:39:07
26545,11696,2015-07-15,11:47:38
26549,11697,2015-07-15,11:49:26
26552,11698,2015-07-15,12:03:28
26553,11699,2015-07-15,12:05:13
26556,11700,2015-07-15,12:06:27
26557,11701,2015-07-15,12:19:51
26558,11702,2015-07-15,12:22:25
26559,11703,2015-07-15,12:24:20
26561,11704,2015-07-15,12:31:03
26562,11705,2015-07-15,12:32:39
26563,11706,2015-07-15,12:34:23
26570,11707,2015-07-15,12:39:00
26572,11708,2015-07-15,13:00:12
26573,11709,2015-07-15,13:04:29
26576,11710,2015-07-15,13:27:50
26577,11711,2015-07-15,13:31:07
26578,11712,2015-07-15,13:35:26
26582,11713,2015-07-15,13:43:22
26583,11714,2015-07-15,13:53:01
26585,11715,2015-07-15,14:25:22
26596,11716,2015-07-15,14:31:06
26597,11717,2015-07-15,14:35:07
26601,11718,2015-07-15,15:17:43
26605,11719,2015-07-15,15:36:23
26607,11720,2015-07-15,15:39:58
26608,11721,2015-07-15,15:45:33
26611,11722,2015-07-15,15:53:07
26615,11723,2015-07-15,15:59:22
26617,11724,2015-07-15,16:01:38
26619,11725,2015-07-15,16:03:05
26621,11726,2015-07-15,16:07:09
26623,11727,2015-07-15,16:10:24
26626,11728,2015-07-15,16:26:22
26630,11729,2015-07-15,16:35:14
26634,11730,2015-07-15,16:42:22
26636,11731,2015-07-15,16:48:35
26638,11732,2015-07-15,17:14:39
26640,11733,2015-07-15,17:17:50
26642,11734,2015-07-15,17:22:04
26644,11735,2015-07-15,17:24:14
26646,11736,2015-07-15,17:31:58
26648,11737,2015-07-15,17:36:30
26650,11738,2015-07-15,17:45:39
26654,11739,2015-07-15,17:50:40
26655,11740,2015-07-15,18:26:50
26657,11741,2015-07-15,18:32:58
26659,11742,2015-07-15,18:34:53
26663,11743,2015-07-15,18:58:08
26664,11744,2015-07-15,19:11:31
26666,11745,2015-07-15,19:33:12
26668,11746,2015-07-15,20:09:24
26669,11747,2015-07-15,20:11:26
26673,11748,2015-07-15,20:35:39
26674,11749,2015-07-15,21:08:53
26677,11750,2015-07-15,21:38:29
26678,11751,2015-07-15,21:45:35
26682,11752,2015-07-15,21:47:30
26683,11753,2015-07-15,22:10:11
26687,11754,2015-07-15,22:16:31
26688,11755,2015-07-15,22:56:31
26692,11756,2015-07-16,11:18:22
26693,11757,2015-07-16,11:25:03
26694,11758,2015-07-16,11:30:31
26696,11759,2015-07-16,11:46:55
26697,11760,2015-07-16,12:04:45
26699,11761,2015-07-16,12:06:18
26702,11762,2015-07-16,12:15:21
26704,11763,2015-07-16,12:19:28
26708,11764,2015-07-16,12:39:01
26711,11765,2015-07-16,12:42:51
26712,11766,2015-07-16,12:46:46
26715,11767,2015-07-16,12:59:05
26726,11768,2015-07-16,13:06:03
26727,11769,2015-07-16,13:22:39
26728,11770,2015-07-16,13:37:06
26731,11771,2015-07-16,14:01:07
26732,11772,2015-07-16,14:06:56
26734,11773,2015-07-16,14:18:57
26736,11774,2015-07-16,14:19:50
26737,11775,2015-07-16,14:33:50
26739,11776,2015-07-16,15:14:39
26741,11777,2015-07-16,15:24:35
26743,11778,2015-07-16,15:29:14
26747,11779,2015-07-16,15:58:44
26750,11780,2015-07-16,16:02:24
26753,11781,2015-07-16,16:13:59
26755,11782,2015-07-16,16:14:04
26757,11783,2015-07-16,16:17:15
26758,11784,2015-07-16,16:21:43
26761,11785,2015-07-16,16:33:13
26763,11786,2015-07-16,16:37:02
26766,11787,2015-07-16,16:45:54
26769,11788,2015-07-16,17:21:55
26773,11789,2015-07-16,17:29:23
26777,11790,2015-07-16,17:30:17
26779,11791,2015-07-16,17:31:00
26780,11792,2015-07-16,17:47:44
26781,11793,2015-07-16,17:52:14
26783,11794,2015-07-16,18:02:45
26787,11795,2015-07-16,18:14:42
26790,11796,2015-07-16,18:23:08
26792,11797,2015-07-16,18:24:13
26796,11798,2015-07-16,18:36:26
26797,11799,2015-07-16,19:34:18
26801,11800,2015-07-16,19:41:58
26803,11801,2015-07-16,19:48:21
26807,11802,2015-07-16,19:56:13
26809,11803,2015-07-16,19:58:05
26812,11804,2015-07-16,20:46:14
26816,11805,2015-07-16,20:46:38
26817,11806,2015-07-16,20:52:02
26820,11807,2015-07-16,21:08:49
26824,11808,2015-07-16,21:38:18
26825,11809,2015-07-16,22:02:31
26826,11810,2015-07-16,22:06:25
26829,11811,2015-07-16,22:24:24
26833,11812,2015-07-17,11:31:14
26835,11813,2015-07-17,11:38:27
26836,11814,2015-07-17,11:51:00
26837,11815,2015-07-17,12:28:50
26838,11816,2015-07-17,12:32:51
26839,11817,2015-07-17,12:37:41
26843,11818,2015-07-17,12:38:23
26846,11819,2015-07-17,12:48:33
26847,11820,2015-07-17,12:51:53
26848,11821,2015-07-17,12:58:00
26850,11822,2015-07-17,13:00:15
26853,11823,2015-07-17,13:09:29
26854,11824,2015-07-17,13:13:04
26856,11825,2015-07-17,13:27:05
26859,11826,2015-07-17,13:31:42
26872,11827,2015-07-17,13:36:00
26878,11828,2015-07-17,13:36:33
26880,11829,2015-07-17,13:51:10
26881,11830,2015-07-17,14:08:04
26882,11831,2015-07-17,14:08:42
26883,11832,2015-07-17,14:08:59
26886,11833,2015-07-17,14:15:34
26889,11834,2015-07-17,14:18:41
26899,11835,2015-07-17,14:25:53
26903,11836,2015-07-17,14:36:22
26904,11837,2015-07-17,15:02:56
26907,11838,2015-07-17,15:39:43
26908,11839,2015-07-17,15:39:46
26910,11840,2015-07-17,15:55:53
26911,11841,2015-07-17,15:58:03
26913,11842,2015-07-17,16:05:59
26915,11843,2015-07-17,16:06:03
26916,11844,2015-07-17,16:19:46
26917,11845,2015-07-17,16:23:58
26919,11846,2015-07-17,16:25:52
26921,11847,2015-07-17,16:30:03
26924,11848,2015-07-17,16:34:16
26926,11849,2015-07-17,16:36:57
26928,11850,2015-07-17,17:04:25
26930,11851,2015-07-17,17:08:21
26933,11852,2015-07-17,17:30:22
26937,11853,2015-07-17,17:35:40
26939,11854,2015-07-17,17:40:21
26940,11855,2015-07-17,18:08:40
26944,11856,2015-07-17,18:08:42
26947,11857,2015-07-17,18:09:57
26948,11858,2015-07-17,18:10:56
26951,11859,2015-07-17,18:30:15
26953,11860,2015-07-17,18:44:59
26954,11861,2015-07-17,18:47:11
26955,11862,2015-07-17,19:00:42
26959,11863,2015-07-17,19:04:51
26960,11864,2015-07-17,19:13:43
26962,11865,2015-07-17,19:24:53
26963,11866,2015-07-17,19:47:50
26965,11867,2015-07-17,20:10:17
26967,11868,2015-07-17,20:15:48
26971,11869,2015-07-17,20:17:34
26974,11870,2015-07-17,20:27:08
26975,11871,2015-07-17,20:29:22
26977,11872,2015-07-17,20:46:42
26978,11873,2015-07-17,20:56:48
26979,11874,2015-07-17,20:56:50
26982,11875,2015-07-17,21:01:20
26985,11876,2015-07-17,21:02:37
26986,11877,2015-07-17,21:04:42
26987,11878,2015-07-17,21:30:34
26990,11879,2015-07-17,21:39:11
26991,11880,2015-07-17,21:41:26
26992,11881,2015-07-17,21:47:55
26993,11882,2015-07-17,21:49:05
26996,11883,2015-07-17,21:50:40
26997,11884,2015-07-17,21:50:52
27000,11885,2015-07-17,21:56:46
27002,11886,2015-07-17,21:57:33
27003,11887,2015-07-17,21:58:33
27005,11888,2015-07-17,22:00:04
27007,11889,2015-07-17,22:03:00
27008,11890,2015-07-17,22:03:20
27011,11891,2015-07-17,22:12:43
27012,11892,2015-07-17,22:20:17
27016,11893,2015-07-17,23:03:47
27018,11894,2015-07-18,11:48:20
27020,11895,2015-07-18,12:06:19
27021,11896,2015-07-18,12:18:57
27030,11897,2015-07-18,12:35:25
27031,11898,2015-07-18,12:38:55
27032,11899,2015-07-18,13:00:38
27035,11900,2015-07-18,13:16:25
